regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
normal	boundary	taskil	erown	taskid	neuron	0.01	43	test	0.99186	0.00343057	0.2115	0.137994	0.148029	0.379532	0.99186	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	erown	taskid	neuron	0	43	test	0.993953	0.00275148	0.2115	0	0	0	0.993953	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	erown	taskid	neuron	0.01	44	test	0.993481	0.00333926	0.2115	0.156604	0.14592	0.318745	0.993481	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	erown	taskid	neuron	0	44	test	0.994193	0.00271961	0.2115	0	0	0	0.994193	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0.01	42	test	0.981542	0.00219164	0.2115	0.155149	0.150044	0.453229	0.981542	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0	42	test	0.980395	0.00446239	0.2115	0	0	0	0.980395	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0.01	43	test	0.981528	0.00381945	0.2115	0.18363	0.197926	0.234944	0.981528	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0	43	test	0.97657	0.00781381	0.2115	0	0	0	0.97657	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0.01	44	test	0.983342	0.00138778	0.2115	0.189291	0.156004	0.417088	0.983342	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0	44	test	0.978975	0.00545629	0.2115	0	0	0	0.978975	478410	4050	0.0085	3144000	3	2	1	0
