regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
budget	boundary	classil	erown	ach	neuron	0.01	44	test	0.847579	0.140698	0.251	0.044991	0.0452966	0.075426	0.847579	478410	25963	0.0543	628800	3	2	1	0
budget	boundary	classil	erown	ach	neuron	0	44	test	0.800364	0.188886	0.2115	0	0	0	0.800364	478410	25963	0.0543	628800	3	2	1	0
rfree	boundary	classil	erown	er	-	0	42	test	0.196672	0.796127	nan	0	0	0	0.196672	478410	0	0	0	1	1	1	0
rfree	boundary	classil	erown	er	-	0	43	test	0.197882	0.797218	nan	0	0	0	0.197882	478410	0	0	0	1	1	1	0
rfree	boundary	classil	erown	er	-	0	44	test	0.198285	0.796709	nan	0	0	0	0.198285	478410	0	0	0	1	1	1	0
rfree	boundary	classil	erown	ach	neuron	0.01	42	test	0.197075	0.796821	0.3133	0	0	0	0.197075	478410	25963	0.0543	0	3	2	1	0
rfree	boundary	classil	erown	ach	neuron	0	42	test	0.197075	0.796821	0.2115	0	0	0	0.197075	478410	25963	0.0543	0	3	2	1	0
rfree	boundary	classil	erown	ach	neuron	0.01	43	test	0.197882	0.796516	0.3343	0	0	0	0.197882	478410	25963	0.0543	0	3	2	1	0
rfree	boundary	classil	erown	ach	neuron	0	43	test	0.197882	0.796516	0.2115	0	0	0	0.197882	478410	25963	0.0543	0	3	2	1	0
rfree	boundary	classil	erown	ach	neuron	0.01	44	test	0.198084	0.796605	0.2786	0	0	0	0.198084	478410	25963	0.0543	0	3	2	1	0
rfree	boundary	classil	erown	ach	neuron	0	44	test	0.198084	0.796605	0.2115	0	0	0	0.198084	478410	25963	0.0543	0	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0.01	42	test	0.915308	0.0691533	0.2182	0.0567646	0.0566622	0.10454	0.915308	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0	42	test	0.899623	0.087697	0.2115	0	0	0	0.899623	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0.01	43	test	0.918114	0.0633847	0.2168	0.0520739	0.0520319	0.0951573	0.918114	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0	43	test	0.887547	0.0988365	0.2115	0	0	0	0.887547	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0.01	44	test	0.920901	0.0625203	0.2695	0.0616535	0.0587003	0.0981979	0.920901	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary_last	classil	erown	ach	neuron	0	44	test	0.894176	0.0926822	0.2115	0	0	0	0.894176	478410	25963	0.0543	3144000	3	2	1	0
